Image file,Generated Caption
../data/validation/images/COCO_val2014_000000012700.jpg,a woman sitting on a couch in a living room
../data/validation/images/COCO_val2014_000000368080.jpg,a man walking down a street
../data/validation/images/COCO_val2014_000000556025.jpg,a kitchen with a table and chairs in it
../data/validation/images/COCO_val2014_000000293390.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000385238.jpg,a group of people sitting around a table
../data/validation/images/COCO_val2014_000000218494.jpg,a laptop computer sitting on a desk with a mouse
../data/validation/images/COCO_val2014_000000294776.jpg,a young girl playing frng with a fr frng frng game
../data/validation/images/COCO_val2014_000000387761.jpg,a street scene with a horse and carriage
../data/validation/images/COCO_val2014_000000006397.jpg,a cat laying on a black suitcase
../data/validation/images/COCO_val2014_000000502055.jpg,a col of a desk with a laptop and a book
../data/validation/images/COCO_val2014_000000112905.jpg,a man standing on a ledge
../data/validation/images/COCO_val2014_000000148458.jpg,a cat is standing on the ground surrounded by pigeons
../data/validation/images/COCO_val2014_000000131539.jpg,a group of people skiing down a snowy hill
../data/validation/images/COCO_val2014_000000270883.jpg,a woman laying on a bed
../data/validation/images/COCO_val2014_000000314865.jpg,a room with a refrigerator and a window
../data/validation/images/COCO_val2014_000000221911.jpg,a plate of muffins
../data/validation/images/COCO_val2014_000000442128.jpg,a man is working on a kitchen renovation
../data/validation/images/COCO_val2014_000000236866.jpg,a man walking on the beach
../data/validation/images/COCO_val2014_000000476005.jpg,a row of buses
../data/validation/images/COCO_val2014_000000082836.jpg,the water is blue
../data/validation/images/COCO_val2014_000000378948.jpg,a white dog with orange shoes
../data/validation/images/COCO_val2014_000000397980.jpg,a group of kids playing a game of baseball
../data/validation/images/COCO_val2014_000000561806.jpg,a man sitting on the beach next to a bike
../data/validation/images/COCO_val2014_000000199003.jpg,the zebras are black and white
../data/validation/images/COCO_val2014_000000297146.jpg,a pizza on a plate
../data/validation/images/COCO_val2014_000000300863.jpg,a skateboarder is doing a trick on a ramp
../data/validation/images/COCO_val2014_000000490639.jpg,a cat is standing on the floor in front of a mirror
../data/validation/images/COCO_val2014_000000356131.jpg,a man in a small boat on a lake
../data/validation/images/COCO_val2014_000000435206.jpg,a group of people walking on a dry grass field
../data/validation/images/COCO_val2014_000000352005.jpg,a man wearing a tie
../data/validation/images/COCO_val2014_000000305873.jpg,a little girl holding an umbrella and a lady bug
../data/validation/images/COCO_val2014_000000455610.jpg,a red motorcycle
../data/validation/images/COCO_val2014_000000365404.jpg,a man in a suit and tie playing a pipe
../data/validation/images/COCO_val2014_000000154053.jpg,a person walking a dog on a street
../data/validation/images/COCO_val2014_000000448492.jpg,a bunch of broccos
../data/validation/images/COCO_val2014_000000552273.jpg,a group of people standing around a man laying on the ground
../data/validation/images/COCO_val2014_000000198164.jpg,a car is parked on the side of the road
../data/validation/images/COCO_val2014_000000349525.jpg,a toaster oven on a table
../data/validation/images/COCO_val2014_000000503724.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000093333.jpg,a man walking a cow
../data/validation/images/COCO_val2014_000000168781.jpg,a woman in a uniform riding a white horse
../data/validation/images/COCO_val2014_000000507180.jpg,a group of young boys playing soccer on a field
../data/validation/images/COCO_val2014_000000559160.jpg,a man riding a skateboard down a ramp
../data/validation/images/COCO_val2014_000000446497.jpg,a man flying a kite on a cloudy day
../data/validation/images/COCO_val2014_000000068408.jpg,a group of men playing soccer in a gym
../data/validation/images/COCO_val2014_000000138086.jpg,a wooden table
../data/validation/images/COCO_val2014_000000398661.jpg,"a kitchen with a stove, microwave, and a sink"
../data/validation/images/COCO_val2014_000000068381.jpg,a bicycle parked in front of a building
../data/validation/images/COCO_val2014_000000152120.jpg,a person riding a green motorcycle down a road
../data/validation/images/COCO_val2014_000000087929.jpg,a bathroom with a sink and a mirror
../data/validation/images/COCO_val2014_000000151092.jpg,a clock on a table
../data/validation/images/COCO_val2014_000000123555.jpg,a group of people walking down a street at night
../data/validation/images/COCO_val2014_000000528604.jpg,a man holding a baby
../data/validation/images/COCO_val2014_000000062298.jpg,two horses grazing in a field
../data/validation/images/COCO_val2014_000000081303.jpg,a man skiing down a hill
../data/validation/images/COCO_val2014_000000309655.jpg,a man standing on a snow covered ski slope
../data/validation/images/COCO_val2014_000000331600.jpg,a sign that says date street
../data/validation/images/COCO_val2014_000000263346.jpg,a plane on the runway
../data/validation/images/COCO_val2014_000000286778.jpg,a baby in a crib
../data/validation/images/COCO_val2014_000000281163.jpg,a hot dog and a hot dog are shown
../data/validation/images/COCO_val2014_000000568879.jpg,a desk with two monitors and a computer
../data/validation/images/COCO_val2014_000000200381.jpg,a man and a woman are standing in a room
../data/validation/images/COCO_val2014_000000153455.jpg,a man and woman playing a video game
../data/validation/images/COCO_val2014_000000107105.jpg,a group of people standing around a motorcycle
../data/validation/images/COCO_val2014_000000295316.jpg,a group of people surfing in the ocean
../data/validation/images/COCO_val2014_000000484938.jpg,two young boys playing a video game
../data/validation/images/COCO_val2014_000000199122.jpg,a baseball game is being played in a stadium
../data/validation/images/COCO_val2014_000000323598.jpg,"a bathroom with a tub, toilet, and shower"
../data/validation/images/COCO_val2014_000000449403.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000036522.jpg,a bus parked in a parking
../data/validation/images/COCO_val2014_000000359238.jpg,a man sitting on a train
../data/validation/images/COCO_val2014_000000103584.jpg,a dog sitting on a bed with a person's feet
../data/validation/images/COCO_val2014_000000245227.jpg,a group of people skiing down a hill
../data/validation/images/COCO_val2014_000000210394.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000120162.jpg,a group of people are in the water at the beach
../data/validation/images/COCO_val2014_000000366659.jpg,a man in a white chef's uniform
../data/validation/images/COCO_val2014_000000102665.jpg,two gis standing in a zoo
../data/validation/images/COCO_val2014_000000018737.jpg,a red motorcycle parked on the side of the road
../data/validation/images/COCO_val2014_000000024530.jpg,a gi gife gife gife gife gife gife gi
../data/validation/images/COCO_val2014_000000181013.jpg,a man wearing a red hat
../data/validation/images/COCO_val2014_000000405296.jpg,a bathroom with a toilet and a tub
../data/validation/images/COCO_val2014_000000359947.jpg,a microwave with a man taking a picture of himself
../data/validation/images/COCO_val2014_000000098284.jpg,a boy in a blue jacket
../data/validation/images/COCO_val2014_000000158182.jpg,a boat is docked on a dock with people
../data/validation/images/COCO_val2014_000000176362.jpg,a baseball player swinging at a ball during a game
../data/validation/images/COCO_val2014_000000004764.jpg,a man standing next to a motorcycle in a garage
../data/validation/images/COCO_val2014_000000080895.jpg,a man and a little girl are sitting on a dock
../data/validation/images/COCO_val2014_000000170194.jpg,a train is on the tracks near a building
../data/validation/images/COCO_val2014_000000263477.jpg,two gis standing under a shade
../data/validation/images/COCO_val2014_000000142815.jpg,a man sitting on a bed
../data/validation/images/COCO_val2014_000000201555.jpg,a pile of dirt
../data/validation/images/COCO_val2014_000000271148.jpg,a gife standing in the grass
../data/validation/images/COCO_val2014_000000314034.jpg,a herd of cows
../data/validation/images/COCO_val2014_000000546934.jpg,"a living room with a couch, television, and a chair"
../data/validation/images/COCO_val2014_000000286794.jpg,a large ant anting anting anting anting anting anting
../data/validation/images/COCO_val2014_000000345252.jpg,a man sitting in a chair playing a video game
../data/validation/images/COCO_val2014_000000198495.jpg,a black motorcycle
../data/validation/images/COCO_val2014_000000280363.jpg,a bed in a room with a window
../data/validation/images/COCO_val2014_000000247014.jpg,a man holding a baseball bat in his hand
../data/validation/images/COCO_val2014_000000060128.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000062915.jpg,a plane parked in an airport with a truck parked next to it
../data/validation/images/COCO_val2014_000000307166.jpg,a table with a bunch of pizzas on it
../data/validation/images/COCO_val2014_000000001722.jpg,a man riding a bike through a flooded street
../data/validation/images/COCO_val2014_000000443006.jpg,a group of gits walking across a muddy field
../data/validation/images/COCO_val2014_000000357899.jpg,a plane is parked on the tarmac
../data/validation/images/COCO_val2014_000000419119.jpg,a man holding a cell phone
../data/validation/images/COCO_val2014_000000364243.jpg,a man riding a motorcycle
../data/validation/images/COCO_val2014_000000170474.jpg,a man playing tennis
../data/validation/images/COCO_val2014_000000085101.jpg,a man and a woman flying a kite on a beach
../data/validation/images/COCO_val2014_000000141770.jpg,a zebra standing on rocks
../data/validation/images/COCO_val2014_000000269489.jpg,a woman flying a kite on a boardwalk
../data/validation/images/COCO_val2014_000000257187.jpg,two women are holding wine glasses and smiling
../data/validation/images/COCO_val2014_000000562818.jpg,a group of people skiing down a snowy slope
../data/validation/images/COCO_val2014_000000482585.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000439738.jpg,a vase with a green plant in it
../data/validation/images/COCO_val2014_000000335785.jpg,a man and a little girl playing a video game
../data/validation/images/COCO_val2014_000000468885.jpg,a bathroom with a toilet and a sink
../data/validation/images/COCO_val2014_000000384308.jpg,a cat is sitting on the ground in the park
../data/validation/images/COCO_val2014_000000257407.jpg,a street with a clock tower in the background
../data/validation/images/COCO_val2014_000000290521.jpg,sheeps in a pen
../data/validation/images/COCO_val2014_000000122582.jpg,a wooden carousel
../data/validation/images/COCO_val2014_000000178370.jpg,a group of people sitting at a table eating doughs
../data/validation/images/COCO_val2014_000000105689.jpg,a slice of pizza on a plate
../data/validation/images/COCO_val2014_000000199404.jpg,a woman taking a picture of herself in a mirror
../data/validation/images/COCO_val2014_000000325991.jpg,a man in a red shirt
../data/validation/images/COCO_val2014_000000563697.jpg,a young boy holding a teddy bear
../data/validation/images/COCO_val2014_000000405047.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000118515.jpg,a cat sitting on a wooden bench
../data/validation/images/COCO_val2014_000000076384.jpg,a table with a bowl of food and a cup of coffee
../data/validation/images/COCO_val2014_000000379162.jpg,a man holding a tennis rade
../data/validation/images/COCO_val2014_000000560143.jpg,a woman playing tennis
../data/validation/images/COCO_val2014_000000323100.jpg,a woman in a red shirt
../data/validation/images/COCO_val2014_000000016599.jpg,a clock tower in a city square with people walking around
../data/validation/images/COCO_val2014_000000288639.jpg,a cat drinking water from a bathroom sink
../data/validation/images/COCO_val2014_000000367535.jpg,a bed with a white comforter
../data/validation/images/COCO_val2014_000000061831.jpg,parking meter on the street
../data/validation/images/COCO_val2014_000000082731.jpg,a city street with many signs and people walking
../data/validation/images/COCO_val2014_000000031984.jpg,a woman in a white dress
../data/validation/images/COCO_val2014_000000544811.jpg,two birds flying over the water
../data/validation/images/COCO_val2014_000000438811.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000031717.jpg,a woman holding a surfboard
../data/validation/images/COCO_val2014_000000249046.jpg,a person jumping in the air on a snowboard
../data/validation/images/COCO_val2014_000000328596.jpg,a little girl sitting at a table with a plate of pizza
../data/validation/images/COCO_val2014_000000281353.jpg,a bathroom with a toilet and a shower
../data/validation/images/COCO_val2014_000000132189.jpg,a couple of buses parked in a parking lot
../data/validation/images/COCO_val2014_000000088436.jpg,a group of people sitting around a table with laptops
../data/validation/images/COCO_val2014_000000215778.jpg,a laptop computer sitting on a desk with a mouse
../data/validation/images/COCO_val2014_000000277955.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000447152.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000432150.jpg,a kitchen with a refrigerator and a stove
../data/validation/images/COCO_val2014_000000370478.jpg,a bedroom with a laptop and a bed
../data/validation/images/COCO_val2014_000000101647.jpg,a bathroom with a sink and a toilet
../data/validation/images/COCO_val2014_000000374858.jpg,a man sitting on a bench reading a book
../data/validation/images/COCO_val2014_000000443498.jpg,a bus parked in a garage
../data/validation/images/COCO_val2014_000000581226.jpg,a group of people playing a video game
../data/validation/images/COCO_val2014_000000329957.jpg,a woman standing in a kitchen
../data/validation/images/COCO_val2014_000000539259.jpg,a woman talking on a cell
../data/validation/images/COCO_val2014_000000326582.jpg,a plane flying in the sky
../data/validation/images/COCO_val2014_000000177407.jpg,a man on a surf board
../data/validation/images/COCO_val2014_000000525619.jpg,a young boy flying a kite in a park
../data/validation/images/COCO_val2014_000000275843.jpg,a red and white bus
../data/validation/images/COCO_val2014_000000157559.jpg,a hill with cows
../data/validation/images/COCO_val2014_000000092115.jpg,a subway train
../data/validation/images/COCO_val2014_000000407574.jpg,a bunch of bananas
../data/validation/images/COCO_val2014_000000311205.jpg,a dump truck driving down a street in the fall
../data/validation/images/COCO_val2014_000000315491.jpg,a tall stone building
../data/validation/images/COCO_val2014_000000338050.jpg,a table with a bag of food and a bag of vegetables
../data/validation/images/COCO_val2014_000000024530.jpg,a gi gife gife gife gife gife gife gi
../data/validation/images/COCO_val2014_000000490022.jpg,two men sitting on a couch playing a video game
../data/validation/images/COCO_val2014_000000446603.jpg,a black suitcase
../data/validation/images/COCO_val2014_000000237399.jpg,a cat sitting on a desk
../data/validation/images/COCO_val2014_000000222370.jpg,a couple of people riding motorcycles down a street
../data/validation/images/COCO_val2014_000000500019.jpg,a woman sitting on a toilet
../data/validation/images/COCO_val2014_000000463454.jpg,a couple standing under an umbrella in the rain
../data/validation/images/COCO_val2014_000000208748.jpg,a group of people sitting at a table eating
../data/validation/images/COCO_val2014_000000025660.jpg,a brick house with a fountain in front
../data/validation/images/COCO_val2014_000000524245.jpg,a dog in a backpack
../data/validation/images/COCO_val2014_000000320642.jpg,two women playing video games
../data/validation/images/COCO_val2014_000000419363.jpg,a small child playing with a toy
../data/validation/images/COCO_val2014_000000350679.jpg,a woman cutting a cake
../data/validation/images/COCO_val2014_000000337120.jpg,a brick building with a clock on the side
../data/validation/images/COCO_val2014_000000389986.jpg,a tennis racket
../data/validation/images/COCO_val2014_000000420090.jpg,a man riding a horse
../data/validation/images/COCO_val2014_000000010977.jpg,"a bathroom with a toilet, sink and tub"
../data/validation/images/COCO_val2014_000000435389.jpg,a clock and flowers on a shelf
../data/validation/images/COCO_val2014_000000056288.jpg,a sandwich on a plate with a computer in the background
../data/validation/images/COCO_val2014_000000092478.jpg,a person flying a kite on a beach
../data/validation/images/COCO_val2014_000000527270.jpg,a man sitting on a bench
../data/validation/images/COCO_val2014_000000568082.jpg,a bear on a rock
../data/validation/images/COCO_val2014_000000222407.jpg,a bird sitting on a branch in the snow
../data/validation/images/COCO_val2014_000000181518.jpg,a stop sign on a street corner in a city
../data/validation/images/COCO_val2014_000000207509.jpg,a dog laying on the grass
../data/validation/images/COCO_val2014_000000181852.jpg,a red suitcase sitting on the ground
../data/validation/images/COCO_val2014_000000255112.jpg,a boy playing with a green fr frc
../data/validation/images/COCO_val2014_000000391463.jpg,a woman walking on the beach carrying a surfboard
../data/validation/images/COCO_val2014_000000056302.jpg,a bus on the road
../data/validation/images/COCO_val2014_000000316041.jpg,a cow standing in a field
../data/validation/images/COCO_val2014_000000196754.jpg,a bus with a stop sign and a stop sign
../data/validation/images/COCO_val2014_000000403104.jpg,a pole with signs
../data/validation/images/COCO_val2014_000000320715.jpg,a woman swinging a bat
../data/validation/images/COCO_val2014_000000519649.jpg,a kitchen with a white stove and a white refrigerator
../data/validation/images/COCO_val2014_000000486194.jpg,a woman holding an umbrella
../data/validation/images/COCO_val2014_000000239837.jpg,a group of people walking around a courtyard
../data/validation/images/COCO_val2014_000000452772.jpg,a cow laying in the grass
../data/validation/images/COCO_val2014_000000370701.jpg,a man holding a sign with a dog on a leash
../data/validation/images/COCO_val2014_000000125069.jpg,a desk with a television and a remote control
../data/validation/images/COCO_val2014_000000105670.jpg,a zebra walking in a zoo
../data/validation/images/COCO_val2014_000000122213.jpg,a cat is standing on a sink in a bathroom
../data/validation/images/COCO_val2014_000000410988.jpg,a kitchen with a refrigerator and a window
../data/validation/images/COCO_val2014_000000034196.jpg,a desk with two monitors and a keyboard
../data/validation/images/COCO_val2014_000000056724.jpg,a woman on a horse
../data/validation/images/COCO_val2014_000000166995.jpg,a dog in the back of a truck
../data/validation/images/COCO_val2014_000000358268.jpg,a man in a suit
../data/validation/images/COCO_val2014_000000313034.jpg,a man and woman are standing in a kitchen
../data/validation/images/COCO_val2014_000000066632.jpg,a plate with a plate of food on it
../data/validation/images/COCO_val2014_000000184384.jpg,a plate of food
../data/validation/images/COCO_val2014_000000074458.jpg,"a bedroom with a bed, a chair, a television and a mirror"
../data/validation/images/COCO_val2014_000000058157.jpg,a group of people playing frc
../data/validation/images/COCO_val2014_000000284589.jpg,a bed with white sheets
../data/validation/images/COCO_val2014_000000220255.jpg,a white plane on the ground
../data/validation/images/COCO_val2014_000000215744.jpg,a dog laying on a bed with stuffed animals
../data/validation/images/COCO_val2014_000000502012.jpg,a white van
../data/validation/images/COCO_val2014_000000022793.jpg,a row of urths
../data/validation/images/COCO_val2014_000000066181.jpg,a picture of a baby and a lemon on a table
../data/validation/images/COCO_val2014_000000113756.jpg,a man is doing a trick on a skateboard
../data/validation/images/COCO_val2014_000000218924.jpg,a cat is sitting on a toilet bowl
../data/validation/images/COCO_val2014_000000460623.jpg,a man and a woman playing frc
../data/validation/images/COCO_val2014_000000514248.jpg,a fire hydrant on the side of the road
../data/validation/images/COCO_val2014_000000270048.jpg,a train car is parked on the tracks
../data/validation/images/COCO_val2014_000000078858.jpg,a couple of people sitting at a table with pizza
../data/validation/images/COCO_val2014_000000558528.jpg,a man doing a trick on a skateboard
../data/validation/images/COCO_val2014_000000358427.jpg,a fork with a piece of broccote
../data/validation/images/COCO_val2014_000000057072.jpg,a knife on a cutting board
../data/validation/images/COCO_val2014_000000270721.jpg,a bathroom with a toilet and a shower stall
../data/validation/images/COCO_val2014_000000042190.jpg,a man on a surfboard
../data/validation/images/COCO_val2014_000000262228.jpg,a bicycle parked on a metal pole
../data/validation/images/COCO_val2014_000000092656.jpg,a person parading in the ocean
../data/validation/images/COCO_val2014_000000183715.jpg,a birthday cake with a message written on it
../data/validation/images/COCO_val2014_000000417031.jpg,a group of people in a raft
../data/validation/images/COCO_val2014_000000521142.jpg,a man and woman are sitting on a couch
../data/validation/images/COCO_val2014_000000352011.jpg,a man sitting in a chair with his head down
../data/validation/images/COCO_val2014_000000501047.jpg,the elephant is eating
../data/validation/images/COCO_val2014_000000127510.jpg,a baseball player throwing a ball
../data/validation/images/COCO_val2014_000000418070.jpg,"a bathroom with a toilet, sink, and a window"
../data/validation/images/COCO_val2014_000000238449.jpg,a young boy in a white shirt and tie
../data/validation/images/COCO_val2014_000000093791.jpg,a church with a clock on the front
../data/validation/images/COCO_val2014_000000088784.jpg,a dog standing on its hinds looking at a frumbnt
../data/validation/images/COCO_val2014_000000262896.jpg,a bowl of food
../data/validation/images/COCO_val2014_000000393277.jpg,a clock tower in a town
../data/validation/images/COCO_val2014_000000391285.jpg,a group of people standing on a snow covered slope
../data/validation/images/COCO_val2014_000000581736.jpg,a woman standing in front of a mirror
../data/validation/images/COCO_val2014_000000132336.jpg,a bus on the street
../data/validation/images/COCO_val2014_000000452201.jpg,a baseball player is getting ready to hit the ball
../data/validation/images/COCO_val2014_000000183949.jpg,a panda eating bamboo sticks
../data/validation/images/COCO_val2014_000000535322.jpg,a group of airplanes sitting on top of an airport runway
../data/validation/images/COCO_val2014_000000144874.jpg,a man is surfing in a river with a paddle
../data/validation/images/COCO_val2014_000000552902.jpg,a zebra grazing in a field
../data/validation/images/COCO_val2014_000000156503.jpg,a bus is parked in a parking area
../data/validation/images/COCO_val2014_000000505650.jpg,a group of people riding horses
../data/validation/images/COCO_val2014_000000157220.jpg,a crowd of people
../data/validation/images/COCO_val2014_000000321008.jpg,a plate of was with fruit and a cup of coffee
../data/validation/images/COCO_val2014_000000520401.jpg,a living room with a couch and a coffee table
../data/validation/images/COCO_val2014_000000009572.jpg,a gi gis in a window
../data/validation/images/COCO_val2014_000000119802.jpg,a pink teddy bear sitting on the sidewalk
../data/validation/images/COCO_val2014_000000488915.jpg,a man is looking at a laptop screen
../data/validation/images/COCO_val2014_000000542509.jpg,a desk with two monitors and a computer
../data/validation/images/COCO_val2014_000000392915.jpg,a kitchen with a sink and a window
../data/validation/images/COCO_val2014_000000507235.jpg,a bowl of food on a table with bowls of soup
../data/validation/images/COCO_val2014_000000542776.jpg,a person holding a book with a bird on it
../data/validation/images/COCO_val2014_000000267628.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000396736.jpg,a street sign on a pole on a city street
../data/validation/images/COCO_val2014_000000483108.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000541351.jpg,a woman holding a tennis ball on a tennis court
../data/validation/images/COCO_val2014_000000073702.jpg,a man in a blue jacket
../data/validation/images/COCO_val2014_000000572592.jpg,a man flying a kite on a grassy hill
../data/validation/images/COCO_val2014_000000229311.jpg,a kitchen with a sink and a window
../data/validation/images/COCO_val2014_000000495557.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000479630.jpg,a man is water skiing on a lake
../data/validation/images/COCO_val2014_000000303942.jpg,a blue sign on a street in a city
../data/validation/images/COCO_val2014_000000215691.jpg,a kitchen with a sink and a dishwasher
../data/validation/images/COCO_val2014_000000314689.jpg,two children laying on a bed
../data/validation/images/COCO_val2014_000000397318.jpg,a group of people sitting at a table eating pizza
../data/validation/images/COCO_val2014_000000124621.jpg,a train passing through a castle
../data/validation/images/COCO_val2014_000000152618.jpg,a sign on a chain link fence
../data/validation/images/COCO_val2014_000000362682.jpg,a blue and white bus
../data/validation/images/COCO_val2014_000000194420.jpg,a dog laying on a couch with a tv in the background
../data/validation/images/COCO_val2014_000000471154.jpg,a man on a golf cart
../data/validation/images/COCO_val2014_000000210782.jpg,a group of people sitting at a picnic table
../data/validation/images/COCO_val2014_000000380734.jpg,a group of people sitting at a table outside
../data/validation/images/COCO_val2014_000000158292.jpg,a woman standing in a kitchen with a table
../data/validation/images/COCO_val2014_000000242368.jpg,a bunch of broccos
../data/validation/images/COCO_val2014_000000389532.jpg,a man standing on a wall
../data/validation/images/COCO_val2014_000000412975.jpg,a young girl is skateboarding on a sidewalk
../data/validation/images/COCO_val2014_000000411065.jpg,a cat is laying on a bed with a laptop
../data/validation/images/COCO_val2014_000000469356.jpg,"a meal of chicken, fries, and potato chips"
../data/validation/images/COCO_val2014_000000344521.jpg,a white cutting board
../data/validation/images/COCO_val2014_000000505371.jpg,a teddy bear wearing a hard hat and boots
../data/validation/images/COCO_val2014_000000100283.jpg,a stop sign on a street corner at night
../data/validation/images/COCO_val2014_000000543497.jpg,a cat sitting on a window sie looking out
../data/validation/images/COCO_val2014_000000437325.jpg,a woman sitting on a couch
../data/validation/images/COCO_val2014_000000116289.jpg,two gis standing next to a tree
../data/validation/images/COCO_val2014_000000104015.jpg,two urves on the wall
../data/validation/images/COCO_val2014_000000154071.jpg,a baseball game
../data/validation/images/COCO_val2014_000000225312.jpg,a microwave sitting on a counter next to a microwave
../data/validation/images/COCO_val2014_000000153392.jpg,two pictures of kites flying in the sky
../data/validation/images/COCO_val2014_000000237772.jpg,a cat sleeping on a couch in a living room
../data/validation/images/COCO_val2014_000000052066.jpg,a man is waiting for a train at a train station
../data/validation/images/COCO_val2014_000000104982.jpg,a man holding a cell phone
../data/validation/images/COCO_val2014_000000144273.jpg,a man standing next to a cart of oranges
../data/validation/images/COCO_val2014_000000268092.jpg,a teddy bear sitting on a roof with a basket on its head
../data/validation/images/COCO_val2014_000000460229.jpg,a stop sign with a stop sign attached to it
../data/validation/images/COCO_val2014_000000381599.jpg,a cloudy sky
../data/validation/images/COCO_val2014_000000471043.jpg,a kitchen with a lot of food on the counter
../data/validation/images/COCO_val2014_000000290282.jpg,a woman is playing tennis on a tennis court
../data/validation/images/COCO_val2014_000000524577.jpg,a clock on a building
../data/validation/images/COCO_val2014_000000478721.jpg,a man and a woman walking in a parking lot
../data/validation/images/COCO_val2014_000000054513.jpg,a banana on a plate
../data/validation/images/COCO_val2014_000000194903.jpg,a woman playing tennis on a clay court
../data/validation/images/COCO_val2014_000000178592.jpg,the sky is blue
../data/validation/images/COCO_val2014_000000150685.jpg,a bowl of apples
../data/validation/images/COCO_val2014_000000500663.jpg,a field with a cow grazing in it
../data/validation/images/COCO_val2014_000000286820.jpg,two cell phones sitting on a blanket
../data/validation/images/COCO_val2014_000000464682.jpg,a white plate with a sandwich
../data/validation/images/COCO_val2014_000000134863.jpg,a street with a traffic light and a building in the background
../data/validation/images/COCO_val2014_000000361258.jpg,a beach with umbrellas and tables
../data/validation/images/COCO_val2014_000000021994.jpg,the elephant is standing
../data/validation/images/COCO_val2014_000000561619.jpg,a living room with a television and a baby in a cribt
../data/validation/images/COCO_val2014_000000421834.jpg,a bird is sitting on a bird feeder
../data/validation/images/COCO_val2014_000000262391.jpg,a woman playing a video game on a television
../data/validation/images/COCO_val2014_000000425870.jpg,a man and a child playing a video game
../data/validation/images/COCO_val2014_000000141040.jpg,two people sitting on a couch
../data/validation/images/COCO_val2014_000000566529.jpg,a man laying on a bed with a teddy bear
../data/validation/images/COCO_val2014_000000496525.jpg,a living room with a television and a table
../data/validation/images/COCO_val2014_000000550521.jpg,a woman getting her hair done
../data/validation/images/COCO_val2014_000000013445.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000154520.jpg,a man flying a kite in a field
../data/validation/images/COCO_val2014_000000321805.jpg,a clock tower
../data/validation/images/COCO_val2014_000000296265.jpg,a plane flying over the ocean at sunset
../data/validation/images/COCO_val2014_000000235252.jpg,a group of gis
../data/validation/images/COCO_val2014_000000270001.jpg,a hot dog and some fried food on a table
../data/validation/images/COCO_val2014_000000514508.jpg,a woman in a white robe
../data/validation/images/COCO_val2014_000000189845.jpg,a woman walking down the sidewalk
../data/validation/images/COCO_val2014_000000380802.jpg,a young boy holding a baseball bat on a baseball field
../data/validation/images/COCO_val2014_000000426546.jpg,a plate of food
../data/validation/images/COCO_val2014_000000461898.jpg,a woman playing a video game with a remote control
../data/validation/images/COCO_val2014_000000536200.jpg,a woman with a tattoo on her arm
../data/validation/images/COCO_val2014_000000050125.jpg,a bus parked in a parking
../data/validation/images/COCO_val2014_000000557562.jpg,a bald man in a suit and bow tie
../data/validation/images/COCO_val2014_000000345136.jpg,a baby boy is crawling in the grass
../data/validation/images/COCO_val2014_000000163280.jpg,a laptop computer
../data/validation/images/COCO_val2014_000000415798.jpg,a couple of people are paddling in the water
../data/validation/images/COCO_val2014_000000526394.jpg,a piece of cake on a plate with chocolate sauce
../data/validation/images/COCO_val2014_000000023023.jpg,a black and white photo of a suitcase and a bag
../data/validation/images/COCO_val2014_000000568426.jpg,a man sitting at a table with a plate of food
../data/validation/images/COCO_val2014_000000473110.jpg,a train on the tracks
../data/validation/images/COCO_val2014_000000331372.jpg,a window with a vase of flowers in it
../data/validation/images/COCO_val2014_000000271929.jpg,a woman sitting on a rock
../data/validation/images/COCO_val2014_000000385779.jpg,a man doing a trick on a skateboard
../data/validation/images/COCO_val2014_000000304044.jpg,a street with a traffic light and a stop light
../data/validation/images/COCO_val2014_000000030062.jpg,a person using a computer mouse on a desk
../data/validation/images/COCO_val2014_000000572886.jpg,the zebras are black and white
../data/validation/images/COCO_val2014_000000459164.jpg,a laptop computer and a cell phone on a desk
../data/validation/images/COCO_val2014_000000315352.jpg,a group of people riding elephants in a river
../data/validation/images/COCO_val2014_000000477288.jpg,a group of people walking down a street with umbrellas
../data/validation/images/COCO_val2014_000000007522.jpg,a zebra standing in a field of grass
../data/validation/images/COCO_val2014_000000374043.jpg,a kitchen with a stove and a refrigerator
../data/validation/images/COCO_val2014_000000475906.jpg,"a living room with a couch, chair, and television"
../data/validation/images/COCO_val2014_000000538255.jpg,a school bus parked in a parking lot
../data/validation/images/COCO_val2014_000000207366.jpg,two men playing soccer
../data/validation/images/COCO_val2014_000000516186.jpg,a bird sitting on a branch
../data/validation/images/COCO_val2014_000000537297.jpg,a woman and a child are playing baseball
../data/validation/images/COCO_val2014_000000244539.jpg,a red motorcycle
../data/validation/images/COCO_val2014_000000088562.jpg,a kitchen with a sink and stove and a window
