Image ID,Image file,Question ID,Question,Answer,Plausible answers,Question Type,Answer Type
65394,../data/validation/images/COCO_val2014_000000065394.jpg,65394000,How many paws are on the dock?,1,{'1'},how many,number
373255,../data/validation/images/COCO_val2014_000000373255.jpg,373255007,Is this herd of sheep?,yes,{'yes'},is this,yes/no
454348,../data/validation/images/COCO_val2014_000000454348.jpg,454348002,Are all tree in this photo alive?,no,{'no'},are,yes/no
45912,../data/validation/images/COCO_val2014_000000045912.jpg,45912005,Are the suitcases the same colors?,no,{'no'},are the,yes/no
132796,../data/validation/images/COCO_val2014_000000132796.jpg,132796000,Are there seats on the elephants?,yes,{'yes'},are there,yes/no
154520,../data/validation/images/COCO_val2014_000000154520.jpg,154520066,Where is the man?,outside,"{'flying kit', 'field', 'park', 'outside', 'on ground', 'flying kite', 'outdoors'}",where is the,other
556091,../data/validation/images/COCO_val2014_000000556091.jpg,556091002,How many black keys are on the keyboard?,13,"{'2', '13', '12'}",how many,number
510616,../data/validation/images/COCO_val2014_000000510616.jpg,510616010,What color is the woman's hair?,blonde,"{'black', 'blonde'}",what color is the,other
366867,../data/validation/images/COCO_val2014_000000366867.jpg,366867016,Does this look sanitary?,yes,{'yes'},does this,yes/no
46440,../data/validation/images/COCO_val2014_000000046440.jpg,46440000,Is this a real game?,yes,{'yes'},is this a,yes/no
205193,../data/validation/images/COCO_val2014_000000205193.jpg,205193006,Where are they eating?,soup,"{'soup', 'peas', 'kitchen', 'home', 'kombucha', 'tea'}",none of the above,other
508291,../data/validation/images/COCO_val2014_000000508291.jpg,508291012,Is this a dessert?,no,"{'yes, sort of', 'no', 'yes'}",is this a,yes/no
14562,../data/validation/images/COCO_val2014_000000014562.jpg,14562001,What color is his shirt?,red,{'red'},what color is,other
514797,../data/validation/images/COCO_val2014_000000514797.jpg,514797001,What color is the lighthouse?,white,{'white'},what color is the,other
200717,../data/validation/images/COCO_val2014_000000200717.jpg,200717000,How many people are present?,4,{'4'},how many people are,number
116255,../data/validation/images/COCO_val2014_000000116255.jpg,116255009,How is the sky?,cloudy,"{'partly cloudy', 'clear', 'cloudy', 'mostly sunny with few clouds'}",how,other
152336,../data/validation/images/COCO_val2014_000000152336.jpg,152336000,Is the lady hungry?,yes,{'yes'},is the,yes/no
4498,../data/validation/images/COCO_val2014_000000004498.jpg,4498004,Is the boy about to jump?,no,"{'no', 'yes'}",is the,yes/no
303127,../data/validation/images/COCO_val2014_000000303127.jpg,303127002,What color is the animal's nose?,black,{'black'},what color is the,other
317441,../data/validation/images/COCO_val2014_000000317441.jpg,317441004,What is the number of the top street sign?,9,{'9'},what is the,number
552947,../data/validation/images/COCO_val2014_000000552947.jpg,552947009,Is the man wearing a bow tie?,yes,{'yes'},is the man,yes/no
220526,../data/validation/images/COCO_val2014_000000220526.jpg,220526001,Is the young zebra looking sideways?,yes,"{'no', 'yes'}",is the,yes/no
205370,../data/validation/images/COCO_val2014_000000205370.jpg,205370005,Are they having fun?,yes,"{'no', 'yes'}",are they,yes/no
150875,../data/validation/images/COCO_val2014_000000150875.jpg,150875000,Is it morning?,yes,"{'no', 'yes'}",is it,yes/no
565248,../data/validation/images/COCO_val2014_000000565248.jpg,565248001,Are they at the beach?,yes,{'yes'},are they,yes/no
138227,../data/validation/images/COCO_val2014_000000138227.jpg,138227000,How many orange parts are there?,3,"{'3', 'yes'}",how many,number
473783,../data/validation/images/COCO_val2014_000000473783.jpg,473783001,How many tracks have no trains on them?,2,"{'1', '2', '3'}",how many,number
361351,../data/validation/images/COCO_val2014_000000361351.jpg,361351003,Is the person on a diet?,no,{'no'},is the person,yes/no
343031,../data/validation/images/COCO_val2014_000000343031.jpg,343031000,What section of the train is painted red?,back,"{'bottom of back', 'bumpers', 'back', 'end of it', 'rear', 'back bumpers', 'bumper'}",what,other
297819,../data/validation/images/COCO_val2014_000000297819.jpg,297819002,What holiday is this?,birthday,"{'wedding', ""valentine's day"", 'birthday', 'christmas'}",what,other
578227,../data/validation/images/COCO_val2014_000000578227.jpg,578227000,Which hand is picking up the Frisbee?,left,"{'his left', 'left', 'child'}",which,other
211294,../data/validation/images/COCO_val2014_000000211294.jpg,211294005,What sign is painted on the road?,arrows,"{'straight and turn', 'turn arrows', 'arrows', 'arrow'}",what,other
54092,../data/validation/images/COCO_val2014_000000054092.jpg,54092007,Are the carrots peeled?,yes,{'yes'},are the,yes/no
54761,../data/validation/images/COCO_val2014_000000054761.jpg,54761004,Which boy has a red horizontal stripe on his shorts?,none,"{'middle', 'none', 'on left', 'no one'}",which,other
371364,../data/validation/images/COCO_val2014_000000371364.jpg,371364004,Where are they sitting?,couch,"{'on couch', 'living room', 'couch', 'sofa', 'playroom'}",none of the above,other
42471,../data/validation/images/COCO_val2014_000000042471.jpg,42471004,What time is it?,5:10,"{'2', '5:10', '2:25', '505', '5:06', '05:10', '510', '4:10', '5:10 pm'}",what time,number
557501,../data/validation/images/COCO_val2014_000000557501.jpg,557501006,What color is the bench?,yellow,"{'green', 'blue', 'no bench', 'yellow'}",what color is the,other
31636,../data/validation/images/COCO_val2014_000000031636.jpg,31636012,What ethnicity is the cuisine?,greek,"{'vegetarian', 'american', ""don't know"", 'greek', 'mediterranean', 'asian'}",what,other
510636,../data/validation/images/COCO_val2014_000000510636.jpg,510636003,What is the woman doing?,looking,"{'looking', 'sitting', 'looking at something', 'staring', 'eating'}",what is the woman,other
180490,../data/validation/images/COCO_val2014_000000180490.jpg,180490006,How is the door different than a standard house door?,taller,"{'color', 'smaller', 'no window', 'transom', 'taller', 'no', 'its wood', ""it's wood""}",how,other
510299,../data/validation/images/COCO_val2014_000000510299.jpg,510299001,What material is the bell made of?,metal,"{'iron', 'copper', 'brass', 'steel', 'metal'}",what,other
108425,../data/validation/images/COCO_val2014_000000108425.jpg,108425001,Is this boy wearing socks?,no,{'no'},is this,yes/no
540388,../data/validation/images/COCO_val2014_000000540388.jpg,540388001,What is the mechanical object shown?,shower head,"{'water heater', 'shower head', 'shower'}",what is the,other
562229,../data/validation/images/COCO_val2014_000000562229.jpg,562229002,Is the ground bumpy?,no,"{'no', 'yes'}",is the,yes/no
213403,../data/validation/images/COCO_val2014_000000213403.jpg,213403002,What is the man standing on?,clay,"{'ground', 'clay', 'clay court', 'court', 'dirt', 'red tennis court'}",what is the man,other
346687,../data/validation/images/COCO_val2014_000000346687.jpg,346687000,How many feet are on the surfboard?,2,"{'1', '2'}",how many,number
361819,../data/validation/images/COCO_val2014_000000361819.jpg,361819003,Which pair of pants has the bolder design?,left,"{'left person', 'one on left', 'front skiers', 'left', 'on left'}",which,other
133149,../data/validation/images/COCO_val2014_000000133149.jpg,133149001,How many trees?,18,"{'15', '18', '12', '19', '21', '39', '14'}",how many,number
462904,../data/validation/images/COCO_val2014_000000462904.jpg,462904000,What are the people sitting at?,tables,"{'tourist bar', 'patio furniture', 'patio', 'table', 'tables', 'chair', 'dining hall'}",what are the,other
79501,../data/validation/images/COCO_val2014_000000079501.jpg,79501010,What is behind the zebras?,trees,"{'trees', 'tree'}",what is,other
195306,../data/validation/images/COCO_val2014_000000195306.jpg,195306002,How many panels make up the window?,4,"{'1', '2', '4'}",how many,number
98871,../data/validation/images/COCO_val2014_000000098871.jpg,98871003,What color is the rug?,white,{'white'},what color is the,other
250703,../data/validation/images/COCO_val2014_000000250703.jpg,250703000,What color is the horse?,brown,{'brown'},what color is the,other
435466,../data/validation/images/COCO_val2014_000000435466.jpg,435466007,Is this a mobile home?,no,"{'no', 'yes'}",is this a,yes/no
326774,../data/validation/images/COCO_val2014_000000326774.jpg,326774000,Approximately how old is the boy in the picture?,10,"{'9', '10', '11', '8'}",none of the above,number
300221,../data/validation/images/COCO_val2014_000000300221.jpg,300221002,Are there radishes in the photo?,yes,{'yes'},are there,yes/no
477069,../data/validation/images/COCO_val2014_000000477069.jpg,477069000,Does this man need a new umbrella?,no,{'no'},does this,yes/no
260275,../data/validation/images/COCO_val2014_000000260275.jpg,260275004,Is a U turn allowed at this intersection?,no,{'no'},is,yes/no
344197,../data/validation/images/COCO_val2014_000000344197.jpg,344197001,Could this be an entire herd?,yes,"{'no', 'yes'}",could,yes/no
553072,../data/validation/images/COCO_val2014_000000553072.jpg,553072001,Is this an airport?,yes,{'yes'},is this an,yes/no
314865,../data/validation/images/COCO_val2014_000000314865.jpg,314865009,Is the room clean?,no,"{'no', 'yes'}",is the,yes/no
238228,../data/validation/images/COCO_val2014_000000238228.jpg,238228001,Is this person swinging a racket?,yes,{'yes'},is this person,yes/no
308947,../data/validation/images/COCO_val2014_000000308947.jpg,308947000,Is there a fire?,yes,"{'no', 'yes'}",is there a,yes/no
343466,../data/validation/images/COCO_val2014_000000343466.jpg,343466031,Is the water running?,no,{'no'},is the,yes/no
349152,../data/validation/images/COCO_val2014_000000349152.jpg,349152002,How many donuts are there in the image?,14,"{'15', '12', 'fourteen', '8', '14'}",how many,number
397617,../data/validation/images/COCO_val2014_000000397617.jpg,397617001,What is the gender of the person under the umbrella?,female,"{'girl', 'female', 'woman'}",what is the,other
302292,../data/validation/images/COCO_val2014_000000302292.jpg,302292002,What is the man's mouth?,cat,"{'cat', 'puckered', 'kissing animal', 'kissing', 'fur', 'flesh'}",what is the,other
309160,../data/validation/images/COCO_val2014_000000309160.jpg,309160004,Is the cat asleep?,no,{'no'},is the,yes/no
79913,../data/validation/images/COCO_val2014_000000079913.jpg,79913000,What word is directly above Ridge?,ward,{'ward'},what,other
261793,../data/validation/images/COCO_val2014_000000261793.jpg,261793001,What is the girl looking at?,opponent,"{'opponent', 'her opponent', 'court', 'game', 'other player', 'ball'}",what is the,other
206487,../data/validation/images/COCO_val2014_000000206487.jpg,206487002,What provides energy to the public transportation?,electricity,"{'wires', 'wire', 'electric lines', 'electric cables', 'electricity', 'gas', 'power lines'}",what,other
71072,../data/validation/images/COCO_val2014_000000071072.jpg,71072005,Are these people looking at a television or a fireplace?,television,"{'tv', 'televisions', 'television'}",are these,other
424443,../data/validation/images/COCO_val2014_000000424443.jpg,424443004,What kind of pizza is this?,ham,"{'ham', 'cheese', 'homemade', 'vegi', 'ham cheese', 'flatbread'}",what kind of,other
347087,../data/validation/images/COCO_val2014_000000347087.jpg,347087009,Are the candles fancy?,yes,"{'no', 'yes'}",are the,yes/no
210920,../data/validation/images/COCO_val2014_000000210920.jpg,210920029,Was this luggage checked in at the airport?,no,"{'no', 'yes'}",was,yes/no
418548,../data/validation/images/COCO_val2014_000000418548.jpg,418548010,What date were the donuts made?,today,"{'1-23-2016', 'january 24th', 'yesterday', 'today'}",what,other
407286,../data/validation/images/COCO_val2014_000000407286.jpg,407286001,How many dogs are in the car?,3,"{'3', '2'}",how many,number
31736,../data/validation/images/COCO_val2014_000000031736.jpg,31736000,What is the fence for?,keep animals in,"{'penning', 'contain sheep', 'retaining animals', 'to hold animals in', ""they don't get out"", 'keep animals enclosed', 'keep animals in', 'to keep sheep in', 'keeping animals contained', 'to keep cattle in'}",what is the,other
382729,../data/validation/images/COCO_val2014_000000382729.jpg,382729003,What is on this person's head?,headband,"{'headband', 'sweatband'}",what is,other
527994,../data/validation/images/COCO_val2014_000000527994.jpg,527994000,How many bottles of water are in the picture?,2,{'2'},how many,number
410988,../data/validation/images/COCO_val2014_000000410988.jpg,410988026,What type of room is this?,kitchen,{'kitchen'},what type of,other
329138,../data/validation/images/COCO_val2014_000000329138.jpg,329138001,What is the light brown horse eating?,hay,"{'hay', 'grass', 'yes'}",what is the,other
446812,../data/validation/images/COCO_val2014_000000446812.jpg,446812002,What is she holding?,turkey,"{'chicken', 'turkey', 'frozen turkey'}",what is,other
186026,../data/validation/images/COCO_val2014_000000186026.jpg,186026013,How many skis are there?,2,"{'1', '2'}",how many,number
170208,../data/validation/images/COCO_val2014_000000170208.jpg,170208001,Is he falling?,yes,"{'no', 'yes'}",is he,yes/no
562803,../data/validation/images/COCO_val2014_000000562803.jpg,562803000,Are both men wearing blue jeans?,yes,{'yes'},are,yes/no
329030,../data/validation/images/COCO_val2014_000000329030.jpg,329030000,How big is the kitchen?,small,"{'small', '5 square meters', '10x10 ft', 'very small', 'very little', '40 square feet'}",how,other
281754,../data/validation/images/COCO_val2014_000000281754.jpg,281754006,What is the woman doing?,sitting,"{'sitting', 'sitting on wall', 'seated'}",what is the woman,other
530470,../data/validation/images/COCO_val2014_000000530470.jpg,530470004,What is the weather?,cloudy,"{'partly cloudy', 'cloudy'}",what is the,other
361993,../data/validation/images/COCO_val2014_000000361993.jpg,361993000,What color are the clouds?,gray,"{'gray/white', 'white', 'gray', 'blue, gray, and white', 'gray and white'}",what color are the,other
555953,../data/validation/images/COCO_val2014_000000555953.jpg,555953006,Will the plane fly over the people?,yes,"{'no', 'yes'}",none of the above,yes/no
260774,../data/validation/images/COCO_val2014_000000260774.jpg,260774005,How much dog hair vacuuming will need to be done later?,lot,"{'none', 'lot', 'some', 'lots', 'very little'}",how,other
234413,../data/validation/images/COCO_val2014_000000234413.jpg,234413001,Which room is this?,bathroom,{'bathroom'},which,other
448555,../data/validation/images/COCO_val2014_000000448555.jpg,448555004,Is there a screen on the refrigerator?,no,"{'no', 'yes'}",is there a,yes/no
325343,../data/validation/images/COCO_val2014_000000325343.jpg,325343002,Is this man wearing proper safety equipment?,no,{'no'},is this,yes/no
351331,../data/validation/images/COCO_val2014_000000351331.jpg,351331000,How many slices are on the plate?,6,{'6'},how many,number
566298,../data/validation/images/COCO_val2014_000000566298.jpg,566298001,Is this a father and two sons?,yes,"{'no', 'yes'}",is this a,yes/no
200770,../data/validation/images/COCO_val2014_000000200770.jpg,200770004,Why is he wearing a headband?,sweat,"{'unknown', 'cold outside', 'keep hair back', 'yes', 'for sweating', 'to keep ears warm', 'warmth', 'cold', 'sweat'}",why,other
50882,../data/validation/images/COCO_val2014_000000050882.jpg,50882001,Is he playing a video game?,yes,{'yes'},is he,yes/no
222548,../data/validation/images/COCO_val2014_000000222548.jpg,222548006,Is this taken in modern times?,no,"{'no', 'yes'}",is this,yes/no
562243,../data/validation/images/COCO_val2014_000000562243.jpg,562243040,Who is wearing a striped tie?,man,"{'no one', 'man', 'nobody', 'yes', 'business man'}",who is,other
80949,../data/validation/images/COCO_val2014_000000080949.jpg,80949007,What is lying on the laptop?,cat,"{'kitten', 'cat', 'it is sleeping', 'computer', 'yes'}",what is,other
315491,../data/validation/images/COCO_val2014_000000315491.jpg,315491005,Do the street lights say go?,no,{'no'},do,yes/no
543006,../data/validation/images/COCO_val2014_000000543006.jpg,543006004,Is the seat dry or wet?,wet,"{'wet', 'dry'}",is the,other
391889,../data/validation/images/COCO_val2014_000000391889.jpg,391889005,What color is the little girl's dress?,pink,"{'blue', 'white', 'pink'}",what color is the,other
509826,../data/validation/images/COCO_val2014_000000509826.jpg,509826065,Where is the boy skating?,skatepark,"{'park', 'skateboard', 'skatepark', 'skate park', 'yes', 'sidewalk'}",where is the,other
437205,../data/validation/images/COCO_val2014_000000437205.jpg,437205013,What fruit is in the picture?,banana,{'banana'},what,other
286820,../data/validation/images/COCO_val2014_000000286820.jpg,286820000,What color are the phones?,white,{'white'},what color are the,other
772,../data/validation/images/COCO_val2014_000000000772.jpg,772000,What is the wire structure in the background?,fence,{'fence'},what is the,other
160421,../data/validation/images/COCO_val2014_000000160421.jpg,160421002,Can the bowl hold more?,yes,"{'no', 'yes'}",none of the above,yes/no
19544,../data/validation/images/COCO_val2014_000000019544.jpg,19544002,What restaurant is the beverage cup from?,mcdonald's,"{'starbucks', ""mcdonald's"", 'home', 'kitchen grill', 'nothing', 'bar', 'no', 'red cross', 'kfc'}",what,other
208174,../data/validation/images/COCO_val2014_000000208174.jpg,208174000,How many people are there?,3,{'3'},how many people are,number
33489,../data/validation/images/COCO_val2014_000000033489.jpg,33489004,Is the boat in the water?,no,{'no'},is the,yes/no
118584,../data/validation/images/COCO_val2014_000000118584.jpg,118584000,Is there more than one species in this photo?,no,{'no'},is there,yes/no
287970,../data/validation/images/COCO_val2014_000000287970.jpg,287970001,How many people are riding the elephant?,0,{'0'},how many people are,number
551910,../data/validation/images/COCO_val2014_000000551910.jpg,551910009,What is the boy doing?,flying kite,"{'playing with kite', 'kiting', 'flying kite'}",what is the,other
393056,../data/validation/images/COCO_val2014_000000393056.jpg,393056004,Is the person riding the waves?,yes,{'yes'},is the person,yes/no
204767,../data/validation/images/COCO_val2014_000000204767.jpg,204767002,Is the man outside?,yes,{'yes'},is the man,yes/no
48692,../data/validation/images/COCO_val2014_000000048692.jpg,48692000,How many bananas are hanging?,2 bunches,"{'more than 10', '3 bunches', '20', '2 bunches', 'bunch', '2 bundles', 'many'}",how many,number
519027,../data/validation/images/COCO_val2014_000000519027.jpg,519027003,What is the name of this boat?,onesails,"{'onesails', 'zone sails', 'sailboat', 'onesails racing'}",what is the name,other
281179,../data/validation/images/COCO_val2014_000000281179.jpg,281179000,What time of year is it?,winter,"{'winter', 'spring', 'christmas time', 'christmas'}",what time,other
263588,../data/validation/images/COCO_val2014_000000263588.jpg,263588002,What animal is watching the penguin?,cat,{'cat'},what animal is,other
237797,../data/validation/images/COCO_val2014_000000237797.jpg,237797002,How many ears can you see?,2,"{'5', '2', '3'}",how many,number
243896,../data/validation/images/COCO_val2014_000000243896.jpg,243896006,What does the bottom row of the sign say?,only,{'only'},what does the,other
5860,../data/validation/images/COCO_val2014_000000005860.jpg,5860004,Is the cup sitting on a wood table?,no,{'no'},is the,yes/no
189310,../data/validation/images/COCO_val2014_000000189310.jpg,189310003,Can you see into another room?,yes,{'yes'},can you,yes/no
292810,../data/validation/images/COCO_val2014_000000292810.jpg,292810000,Is this a ladies' restroom?,no,{'no'},is this a,yes/no
292005,../data/validation/images/COCO_val2014_000000292005.jpg,292005003,Is the bathroom wall being spackled?,yes,{'yes'},is the,yes/no
316505,../data/validation/images/COCO_val2014_000000316505.jpg,316505000,Was this pizza in the oven a little too long?,yes,"{'no', 'yes'}",was,yes/no
537999,../data/validation/images/COCO_val2014_000000537999.jpg,537999004,Where are they playing?,frisbee,"{'field', 'frisbee', 'ultimate frisbee'}",none of the above,other
261780,../data/validation/images/COCO_val2014_000000261780.jpg,261780001,Where are the books?,desk,"{'dressing table', 'desk', 'hard covered', 'shelf', 'left', 'on desk', 'windowsill', 'window', 'bottom left'}",where are the,other
437465,../data/validation/images/COCO_val2014_000000437465.jpg,437465002,How many people are wearing puffy coats?,1,"{'1', '0'}",how many people are,number
470604,../data/validation/images/COCO_val2014_000000470604.jpg,470604000,Is this person holding two rackets or one?,2,"{'1', '2', 'yes'}",is this person,number
458052,../data/validation/images/COCO_val2014_000000458052.jpg,458052000,What is the cat eating?,banana,{'banana'},what is the,other
253433,../data/validation/images/COCO_val2014_000000253433.jpg,253433001,Is the teddy bear black?,no,{'no'},is the,yes/no
80646,../data/validation/images/COCO_val2014_000000080646.jpg,80646002,Do all the pillows have the same design on them?,yes,{'yes'},do,yes/no
133251,../data/validation/images/COCO_val2014_000000133251.jpg,133251011,What is the breed of the dog in this picture?,mutt,"{'sheltie', 'cocker spaniel', 'australian shepherd', 'collie', 'not sure', 'mixed', 'mutt', 'mud'}",what is the,other
99515,../data/validation/images/COCO_val2014_000000099515.jpg,99515001,Is this a store?,yes,"{'no', 'yes'}",is this a,yes/no
411201,../data/validation/images/COCO_val2014_000000411201.jpg,411201000,Are there any tourists on the bus?,yes,"{'no', 'yes'}",are there any,yes/no
107084,../data/validation/images/COCO_val2014_000000107084.jpg,107084004,What items are hanging in the background?,pans,"{'pans', 'pots'}",what,other
414236,../data/validation/images/COCO_val2014_000000414236.jpg,414236005,What kind of sandwich is on this plate?,ham,"{'ham and cheese', 'ham', 'bologna', 'bologna, cheese'}",what kind of,other
275695,../data/validation/images/COCO_val2014_000000275695.jpg,275695006,What is in the bottle?,honey,"{'honey', 'soap', 'coffee', 'peroxide', 'nothing', 'maple syrup'}",what is in the,other
94355,../data/validation/images/COCO_val2014_000000094355.jpg,94355000,What is this bear doing?,running,"{'running', 'frolicking'}",what is this,other
56091,../data/validation/images/COCO_val2014_000000056091.jpg,56091006,Did this woman win her match?,no,"{'no', ""can't tell from pic"", 'maybe'}",none of the above,yes/no
528977,../data/validation/images/COCO_val2014_000000528977.jpg,528977000,What color is the sky?,blue,{'blue'},what color is the,other
457575,../data/validation/images/COCO_val2014_000000457575.jpg,457575000,What breed of dog is shown?,golden retriever,"{'retriever', 'labrador', 'lab', 'golden', 'golden retriever'}",what,other
7818,../data/validation/images/COCO_val2014_000000007818.jpg,7818003,What type of flowers are on the counter?,lilies,"{'lotus', 'lilies', 'snowbell', 'daffodil', 'roses', 'orchids', 'iris', 'daisies', 'daisy'}",what type of,other
82157,../data/validation/images/COCO_val2014_000000082157.jpg,82157006,Where is his right hand?,donut,"{'holding donut', 'out front', 'near his chest', 'in front of his face', 'in front', 'donut'}",none of the above,other
321790,../data/validation/images/COCO_val2014_000000321790.jpg,321790002,What is the man holding in hand?,tennis racket,"{'racket', 'tennis racquet', 'tennis racket'}",what is the man,other
563271,../data/validation/images/COCO_val2014_000000563271.jpg,563271002,Are they dressed mainly in white?,yes,{'yes'},are they,yes/no
72832,../data/validation/images/COCO_val2014_000000072832.jpg,72832003,How many donuts have sprinkles on them?,4,"{'2', '4', '7'}",how many,number
292590,../data/validation/images/COCO_val2014_000000292590.jpg,292590004,Are the skiers downhill skiing or cross-country skiing?,downhill,"{'down', 'downhill', 'yes'}",are the,other
475398,../data/validation/images/COCO_val2014_000000475398.jpg,475398002,Which room is this?,kitchen,{'kitchen'},which,other
361265,../data/validation/images/COCO_val2014_000000361265.jpg,361265001,"Is she wearing a ,matching outfit?",no,"{'no', 'yes'}",is,yes/no
147128,../data/validation/images/COCO_val2014_000000147128.jpg,147128000,How old is the man in the picture?,35,"{'25', '32', '28', ""30's"", '35', '27', '34'}",how,number
16360,../data/validation/images/COCO_val2014_000000016360.jpg,16360008,Can this be eaten as dessert and breakfast?,yes,"{'breakfast', 'both', 'no', 'yes'}",none of the above,yes/no
390569,../data/validation/images/COCO_val2014_000000390569.jpg,390569028,What sport is the person participating in?,none,"{'none', 'construction', 'no sport', 'driving', 'motorcycling', 'parkour'}",what sport is,other
280083,../data/validation/images/COCO_val2014_000000280083.jpg,280083007,What is this person?,little girl,"{'fork', 'little girl', 'child', 'girl', 'kid'}",what is this,other
539555,../data/validation/images/COCO_val2014_000000539555.jpg,539555000,Is he wearing pants?,no,"{'no', 'yes'}",is he,yes/no
454102,../data/validation/images/COCO_val2014_000000454102.jpg,454102004,What color is sky?,white,"{'gray', 'white'}",what color is,other
311902,../data/validation/images/COCO_val2014_000000311902.jpg,311902000,What is the white object the person is working with?,blender,{'blender'},what is the,other
517082,../data/validation/images/COCO_val2014_000000517082.jpg,517082003,Is the girl's umbrella the same color as her dress?,no,"{'no', 'yes'}",is the,yes/no
454444,../data/validation/images/COCO_val2014_000000454444.jpg,454444001,How many animals can be seen?,4,"{'3', '4'}",how many,number
497640,../data/validation/images/COCO_val2014_000000497640.jpg,497640002,Is it is cold?,yes,{'yes'},is it,yes/no
574487,../data/validation/images/COCO_val2014_000000574487.jpg,574487005,Where are these kids probably at?,park,"{'park', 'festival', 'park field', 'field'}",none of the above,other
365170,../data/validation/images/COCO_val2014_000000365170.jpg,365170008,Are these women walking in dangerous winds?,no,"{'no', 'maybe'}",are these,yes/no
371873,../data/validation/images/COCO_val2014_000000371873.jpg,371873005,What is on the doughnut?,glaze,"{'frost', 'glaze', 'sugar', 'icing'}",what is on the,other
564366,../data/validation/images/COCO_val2014_000000564366.jpg,564366003,Is the rail dangerous?,yes,"{'no', 'little', 'yes'}",is the,yes/no
72539,../data/validation/images/COCO_val2014_000000072539.jpg,72539002,Why are you able to see the ships' reflection so clearing in this photo?,still water,"{'water is calm', 'sunny out', 'because water is still', 'sunny', 'sun and water', 'calm water', 'still water', 'light is shining on water'}",why,other
476796,../data/validation/images/COCO_val2014_000000476796.jpg,476796002,What has happened to the dog's eyes?,nothing,"{'open', 'sleepy', 'closing', 'fight', 'closed', 'nothing', 'he is winking', 'cold', 'blinking'}",what,other
106180,../data/validation/images/COCO_val2014_000000106180.jpg,106180001,What color is the ramp?,blue,"{'brown', 'blue red and white', 'glue', 'yellow', 'blue'}",what color is the,other
985,../data/validation/images/COCO_val2014_000000000985.jpg,985018,What musical does this advertise?,feel good,"{'none', 'feel good bus', 'no musical', 'family', 'not sure', 'feel good', 'anwb', 'feed good bus'}",what,other
65628,../data/validation/images/COCO_val2014_000000065628.jpg,65628002,What two colors are the giraffe?,brown and white,"{'brown and white', 'white and brown', 'orange and white', 'brown & white', 'white, brown'}",what,other
405614,../data/validation/images/COCO_val2014_000000405614.jpg,405614001,Where is this bus going?,queens blvd,"{'queens blvd', 'queens', 'away', 'q60 via queens bl', 'queens bl'}",none of the above,other
561679,../data/validation/images/COCO_val2014_000000561679.jpg,561679007,What color is the sign?,orange,"{'red', 'yellow', 'orange'}",what color is the,other
226147,../data/validation/images/COCO_val2014_000000226147.jpg,226147001,What is the person taking a picture of?,food,"{'sandwich', 'her plate of food', 'their food', 'plate', 'food'}",what is the person,other
534903,../data/validation/images/COCO_val2014_000000534903.jpg,534903000,Is it daytime or nighttime?,nighttime,"{'night', 'nighttime'}",is it,other
234277,../data/validation/images/COCO_val2014_000000234277.jpg,234277002,What color are the walls?,red,"{'cream', 'red'}",what color are the,other
450762,../data/validation/images/COCO_val2014_000000450762.jpg,450762003,How many bears are there?,8,"{'3', '8'}",how many,number
231079,../data/validation/images/COCO_val2014_000000231079.jpg,231079002,What is the surfer standing on?,surfboard,"{'hands', 'surfboard'}",what is the,other
124911,../data/validation/images/COCO_val2014_000000124911.jpg,124911000,Are the speakers facing the same direction?,yes,"{'no', 'yes'}",are the,yes/no
269942,../data/validation/images/COCO_val2014_000000269942.jpg,269942000,Can you drive through this light now?,yes,{'yes'},can you,yes/no
23121,../data/validation/images/COCO_val2014_000000023121.jpg,23121003,What kind of court is the man on?,tennis,"{'tennis court', 'tennis'}",what kind of,other
147537,../data/validation/images/COCO_val2014_000000147537.jpg,147537002,What color is the hydrant?,white,{'white'},what color is the,other
450567,../data/validation/images/COCO_val2014_000000450567.jpg,450567000,What color is his outfit?,blue,"{'black and red', 'blue', 'blue and red'}",what color is,other
187722,../data/validation/images/COCO_val2014_000000187722.jpg,187722000,What are these people riding?,carriage,"{'horse-drawn carriage', 'horse buggy ride', 'carriage', 'horse drawn carriage', 'buggy', 'horse carriage'}",what are,other
470364,../data/validation/images/COCO_val2014_000000470364.jpg,470364000,What are they eating?,donuts,"{'doughnuts', 'donuts', 'yes'}",what are,other
193108,../data/validation/images/COCO_val2014_000000193108.jpg,193108002,What has the number 25 on it?,shirt,"{'player', 'jersey', 'shirt', 'batter', 'yes', 'uniform'}",what,other
282437,../data/validation/images/COCO_val2014_000000282437.jpg,282437003,Do you think the zebra's are a family?,yes,{'yes'},do you,yes/no
530941,../data/validation/images/COCO_val2014_000000530941.jpg,530941012,Are these animals playing with each other?,no,"{'no', 'yes'}",are these,yes/no
500514,../data/validation/images/COCO_val2014_000000500514.jpg,500514003,Why is someone wearing suspenders?,costume,"{'hold up pants', 'to be ironic', 'to hold his pants up', 'to keep his pants up', 'costume', 'fashion', 'hold pants up', 'yes', 'for fun'}",why,other
544272,../data/validation/images/COCO_val2014_000000544272.jpg,544272001,What does the man have on his face?,goggles,"{'goggles', 'beard', 'glasses'}",what does the,other
79920,../data/validation/images/COCO_val2014_000000079920.jpg,79920000,Could this be the Christmas season?,no,"{'no', 'yes'}",could,yes/no
365305,../data/validation/images/COCO_val2014_000000365305.jpg,365305005,What kind of food is this?,pizza,{'pizza'},what kind of,other
